ID,Planting_Date,Harvest_Date,Sowing_Seeds_Number,Seeds_Per_Site,Plant_Density_20_days,Chemical_Treat_Disease,Chemical_Treat_Weeds,Chemical_Treat_Pests,Total_N,Total_P,Total_K,Number_Chemical_Ferti,pH,pH2,Efective_Depth,TM_Avg_VEG,TA_Avg_VEG,DR_Avg_VEG,SR_Accu_VEG,P_10_Freq_VEG,TA_Avg_CF,SR_Accu_CF,P_Accu_CF,RH_Avg_CF,SR_Accu_MAT,P_10_Freq_MAT,RH_Avg_MAT,Numero_de_tecnicos,Sowing_Method,Seeds_Treatment,Cultivar,Former_Crop,Field_Drainage,Harvest_Method,Cultivar_Type,Soil_Structure,Runoff,Soil_Texture,Organic_Matter_Content,Departemento,Yield
3343,10/5/2015,2/16/2016,48484.84848,1,60000,0,0,1,0.138,0,0,2,4.5,5.4,40,24.71,29.35,9.28,15239.27506,0.15,29.47068966,22480.59248,253.4,78.97891653,18419.15508,0.125,81.17590458,1,Mecanizado,SI,ADV 9339 (Syngenta),Maiz,SI,Manual,Hibrido,ATERRONADA,NINGUNO,FrL,MEDIA,Cordoba,4.1
3344,9/18/2015,1/26/2016,48484.84848,1,60000,0,0,1,0.184,0,0.06,2,5,6,40,24.705,29.26,9.11,15193.95005,0.15,29.47931034,22364.94265,259.7,79.1685717,21027.90944,0.109090909,81.38988036,1,Manual,NO,ADV 9339 (Syngenta),Maiz,SI,Manual,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA,Cordoba,4.2
3345,10/10/2015,2/25/2016,45454.54545,1,60000,0.191674066,1.14273499,1.830978289,0.138,0,0.03,2,5,6,40,24.5575,29.0575,9,15314.59288,0.1,29.32831543,22685.084,282.9,79.86971413,19802.61978,0.111111111,82.51851852,1,Manual,NO,Otro,Maiz,SI,Manual,Hibrido,ATERRONADA,NINGUNO,FAr,MEDIA,Cordoba,4.5
3346,9/26/2015,2/15/2016,48484.84848,1,60000,0.055555034,0.637942767,1.243370571,0.184,0,0,2,5,6,24,24.745,29.33,9.17,15178.35773,0.15,29.47931034,22439.92631,259.6,79.01339929,21136.09252,0.109090909,81.33533491,1,Manual,NO,Otro,Maiz,NO,Manual,Hibrido,ATERRONADA,NINGUNO,L,MEDIA,Cordoba,4.3
3347,10/2/2015,2/12/2016,48484.84848,1,58000,0.121775675,0.700326549,1.459545607,0.23,0,0.06,2,4.5,5.4,40,24.5575,29.0575,9,15314.59288,0.1,29.32831543,22685.084,282.9,79.86971413,16873.13903,0.111111111,82.13333333,1,Manual,NO,Otro,Algodon,SI,Manual,Hibrido,GRANULAR,NINGUNO,F,MEDIA,Cordoba,4.3
3348,9/28/2015,2/9/2016,48484.84848,1,60000,0,0,1,0.138,0,0,2,5.5,6.6,40,24.6375,29.33375,9.3925,15263.79068,0.175,29.49655172,22441.0481,253.4,78.82374411,18279.83302,0.125,81.48840458,1,Manual,SI,Otro,Maiz,NO,Manual,Hibrido,ATERRONADA,NINGUNO,FrL,MEDIA,Cordoba,4.5
825,5/20/2014,9/25/2014,48484.84848,1,60000,0,0,1,0.207,0,0,3,5,6,40,24.48,28.92875,8.8975,15307.86942,0.15,29.72241379,22929.23636,255.9,78.65133032,15969.46424,0.142857143,81.2962719,1,Mecanizado,NO,Otro,Maiz,NO,Manual,Hibrido,GRANULAR,NINGUNO,F,MEDIA,Cordoba,4.3
828,5/10/2014,9/18/2014,51515.15152,1,60000,0.04577328,0.650316816,1.240901419,0.138,0,0,3,4.5,5.4,40,24.755,29.3125,9.115,15076.68194,0.15,29.45862069,22381.37889,258.1,79.09960618,18221.35937,0.127659574,80.96688127,1,Manual,NO,Otro,Algodon,SI,Manual,Hibrido,ATERRONADA,NINGUNO,L,MEDIA,Cordoba,4.2
834,5/12/2014,9/23/2014,48484.84848,1,60000,0.164084762,0.884832649,1.485937953,0.092,0,0.03,2,5,6,40,24.82,29.51875,9.3975,15785.72792,0.05,29.04814302,22356.15162,306.6,80.76626586,17112.35025,0.108695652,82.45652174,1,Manual,NO,DK 234,Maiz,NO,Manual,Hibrido,ATERRONADA,NINGUNO,FrL,MEDIA,Cordoba,4
836,5/10/2014,9/20/2014,45454.54545,1,60000,0.05841794,1.032828087,1.569098973,0.184,0,0,2,6,7.2,18,24.4575,28.9025,8.89,15070.35886,0.15,29.76206897,22916.1731,254.8,78.5823648,17583.49167,0.130434783,81.53137869,1,Manual,NO,P3966 (Pioneer),Algodon,SI,Manual,Hibrido,ATERRONADA,NINGUNO,L,MEDIA,Cordoba,4
841,5/1/2013,9/17/2013,48484.84848,1,60000,0.081153552,0.596495256,1.049958807,0.184,0,0.12,2,4.5,5.4,23,24.755,29.3125,9.115,15076.68194,0.15,29.45862069,22381.37889,258.1,79.09960618,18867.51517,0.12244898,81.1110902,1,Manual,NO,DK 234,Maiz,NO,Manual,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA,Cordoba,4
1778,8/10/2014,12/23/2014,45454.54545,1,60000,0.23201655,0.799276717,1.402008317,0.184,0,0,2,5,6,40,24.4575,28.9025,8.89,15070.35886,0.15,29.76206897,22916.1731,254.8,78.5823648,16039.88101,0.142857143,81.39151,1,Manual,NO,Otro,Algodon,NO,Manual,Hibrido,ATERRONADA,NINGUNO,L,MEDIA,Cordoba,4.5
3690,5/4/2016,9/24/2016,48484.84848,1,50000,0.070873509,0.571312175,1.129533397,0.184,0,0.12,2,4.5,5.4,45,24.745,29.33,9.17,15178.35773,0.15,29.47931034,22439.92631,259.6,79.01339929,16466.7385,0.139534884,81.24287023,1,Manual,NO,Otro,Maiz,NO,Manual,Hibrido,ATERRONADA,NINGUNO,FAr,MEDIA,Cordoba,4.6
3698,5/14/2016,9/24/2016,48484.84848,1,60000,0,0,1,0.138,0,0,3,5,6,43,24.82,29.51875,9.3975,15785.72792,0.05,29.04814302,22356.15162,306.6,80.76626586,15795.5014,0.119047619,82.21428571,1,Manual,NO,P3966 (Pioneer),Algodon,NO,Manual,Hibrido,ATERRONADA,MODERADO,FrL,MEDIA,Cordoba,4.5
3699,5/17/2016,9/25/2016,48484.84848,1,55000,0.073445359,0.95643388,1.478065392,0.161,0,0.045,2,5.5,6.6,45,24.705,29.26,9.11,15193.95005,0.15,29.47931034,22364.94265,259.7,79.1685717,18210.581,0.127659574,80.88177489,1,Mecanizado,NO,Otro,Algodon,NO,Manual,Hibrido,GRANULAR,NINGUNO,F,MEDIA,Cordoba,4.6
3701,5/17/2016,9/29/2016,45454.54545,2,60000,0.136059542,0.923120395,1.681643163,0.092,0,0,2,5,6,26,24.44,28.89375,8.9075,14696.5214,0.15,29.68003957,22891.4274,227.2,78.65133032,17436.21023,0.130434783,81.81398739,1,Manual,NO,Otro,Maiz,NO,Manual,Hibrido,ATERRONADA,NINGUNO,FrL,MEDIA,Cordoba,4.5
3713,4/28/2016,8/22/2016,49490.83918,1,55000,0.094892442,0.574603734,1.276714386,0.184,0,0,2,5.5,6.6,42,24.595,29.10625,9.0225,15396.85547,0.15,29.58448276,22635.63926,257.8,78.94443377,17193.3324,0.133333333,81.14318711,1,Manual,NO,Otro,Maiz,NO,Manual,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA,Cordoba,4.6
3732,5/13/2016,9/19/2016,48484.84848,1,60000,0.086739871,1.014248936,1.584718467,0.276,0,0.18,3,6,7.2,53,24.32,28.79875,8.9575,14773.84478,0.15,29.69469474,22604.08164,232.8,78.71069963,17524.09779,0.130434783,82.19565217,1,Manual,SI,P3966 (Pioneer),Maiz,SI,Manual,Hibrido,ATERRONADA,NINGUNO,FrL,MEDIA,Cordoba,4
3739,4/30/2016,9/12/2016,48484.84848,1,60000,0.15565637,0.641907882,1.507964333,0.276,0,0.06,3,5,6,26,24.355,28.83625,8.9625,14658.38852,0.15,29.6903844,22774.84608,227.2,78.68581308,17480.08768,0.130434783,81.92268304,1,Manual,SI,Otro,Algodon,SI,Manual,Hibrido,ATERRONADA,NINGUNO,FrL,MEDIA,Cordoba,4.6
3741,5/10/2016,9/19/2016,48484.84848,1,60000,0,0,1,0.276,0,0,3,5.5,6.6,43,24.435,28.89875,8.9275,15294.88735,0.1,29.3653844,22731.08104,272.6,79.59385207,17987.05489,0.145833333,82.1875,1,Manual,SI,ADV 9339 (Syngenta),Maiz,NO,Manual,Hibrido,GRANULAR,NINGUNO,F,MEDIA,Cordoba,4.2
3744,5/5/2016,9/13/2016,48484.84848,1,60000,0.092141692,0.496968101,1.355275066,0.184,0,0,2,5,6,44,24.355,28.83625,8.9625,14658.38852,0.15,29.6903844,22774.84608,227.2,78.68581308,17480.08768,0.130434783,81.92268304,1,Manual,NO,Otro,Maiz,NO,Manual,Hibrido,GRANULAR,NINGUNO,F,MEDIA,Cordoba,4.3
3751,4/25/2016,9/7/2016,48484.84848,1,60000,0.135899756,0.804677632,1.406631922,0.184,0,0.12,2,5,6,43,24.315,28.79625,8.9625,14610.72058,0.15,29.6929706,22622.31264,227.2,78.6685717,13522.78628,0.171428571,81.58409771,1,Manual,NO,P3966 (Pioneer),Maiz,NO,Manual,Hibrido,ATERRONADA,NINGUNO,L,MEDIA,Cordoba,4.5
3775,5/10/2016,9/22/2016,48484.84848,1,60000,0,0,1,0.184,0,0.06,2,5,6,44,24.435,28.89875,8.9275,15294.88735,0.1,29.3653844,22731.08104,272.6,79.59385207,14266.33234,0.131578947,82.47368421,1,Manual,SI,ADV 9339 (Syngenta),Maiz,NO,Manual,Hibrido,ATERRONADA,NINGUNO,FAr,MEDIA,Cordoba,4.4
3815,5/16/2016,9/30/2016,48484.84848,1,62000,0.170627696,0.887466737,1.570462643,0.138,0,0.06,2,5,6,44,24.6475,29.1575,9.02,15545.39475,0.075,29.27141888,22560.22961,282.7,80.05936931,16964.54597,0.133333333,82.11111111,1,Manual,SI,P4082 (Pioneer),Maiz,NO,Manual,Hibrido,ATERRONADA,NINGUNO,FrL,MEDIA,Cordoba,4.6
3816,5/4/2016,9/19/2016,48484.84848,1,62000,0.163950942,0.673655526,1.59250464,0.23,0,0.06,2,5.5,6.6,26,24.345,28.82875,8.9675,14594.57576,0.15,29.66969474,22680.3189,227.2,78.70305446,13869.43776,0.166666667,81.45676166,1,Manual,SI,P3966 (Pioneer),Maiz,SI,Manual,Hibrido,ATERRONADA,NINGUNO,FAr,MEDIA,Cordoba,4.5
3817,4/25/2016,9/5/2016,48484.84848,1,60000,0.188254854,0.815916586,1.633328559,0.184,0,0.06,2,5.5,6.6,45,24.6475,29.1575,9.02,15545.39475,0.075,29.27141888,22560.22961,282.7,80.05936931,17242.86163,0.130434783,82.2173913,1,Manual,NO,Otro,Algodon,NO,Manual,Hibrido,GRANULAR,NINGUNO,F,MEDIA,Cordoba,4.4
3818,5/17/2016,9/29/2016,45454.54545,1,60000,0,0,1,0.276,0,0,3,5,6,43,24.3225,28.7725,8.9,14930.24955,0.125,29.48521198,22703.70013,272.6,79.29690653,19223.64012,0.137254902,82.17647059,1,Manual,SI,P3966 (Pioneer),Algodon,SI,Manual,Hibrido,ATERRONADA,NINGUNO,FrL,MEDIA,Cordoba,4.5
3819,5/16/2016,9/26/2016,48484.84848,1,60000,0,0,1,0.276,0,0.06,3,5.5,6.6,40,24.7725,29.3875,9.23,15588.595,0.05,29.08176371,22479.5339,306.6,80.52488655,16485.60586,0.113636364,82.29545455,1,Manual,SI,Otro,Algodon,SI,Manual,Hibrido,ATERRONADA,NINGUNO,FrL,MEDIA,Cordoba,4.5
3821,4/27/2016,9/8/2016,66666.66667,1,63000,0,1,1,0.092,0,0,2,6.5,7.8,20,24.69804972,28.49152486,7.586950277,15428.23293,0.225,28.75369919,20859.1313,136.6,87.13529919,13471.73064,0.058823529,82.6023803,1,Mecanizado,SI,DK 234 YGRR,Maiz,NO,Mecanizada,OGM,GRANULAR,NINGUNO,F,BAJA,Cordoba,5.5
3825,5/3/2016,9/19/2016,60606.06061,1,60000,0,1,1,0.092,0,0,2,6.5,7.8,18,24.67101632,28.48800816,7.633983677,15256.6439,0.225,28.73818195,20862.66502,149.4,82.20689655,11220.89731,0.071428571,77.25,1,Mecanizado,NO,PAC 105,Maiz,NO,Manual,Hibrido,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,3
3826,5/4/2016,9/12/2016,54545.45455,1,60000,0,1,2,0.061,0.015,0.015,2,6,7.2,22,24.95341841,28.5642092,7.221581594,15210.99076,0.25,28.78645781,20497.21466,122.4,87.10017821,12188.24262,0.066666667,82.01603101,1,Mecanizado,NO,DK7088,Maiz,NO,Mecanizada,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,5
3828,5/2/2016,9/14/2016,42424.24242,2,56000,0,1,2,0.0805,0,0,2,6,7.2,70,24.3575,28.74125,8.7675,14854.24983,0.075,28.64396552,21312.92072,255.7,82.32758621,18006.83154,0,74.65853659,1,Manual,NO,Otro,Maiz,NO,Manual,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA,Cordoba,4.2
3830,5/7/2016,9/19/2016,45454.54545,4,58000,0,1,2,0.092,0,0,2,5,6,36,24.3925,28.84625,8.9075,15029.29642,0.1,28.6112069,21310.68736,241.9,82.46551724,14463.3369,0,74.60606061,1,Manual,NO,CORPOICA V 114,Maiz,NO,Manual,Variedad,ATERRONADA,LENTO,FA,MEDIA,Cordoba,2.5
3849,6/6/2016,10/21/2016,48484.84848,4,60000,0,1,2,0.1035,0,0,2,6,7.2,60,24.4575,28.85375,8.7925,14927.12854,0.1,28.59482759,21365.12463,241.9,82.37931034,16798.36557,0,73.97368421,1,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,Hibrido,ATERRONADA,NINGUNO,ArL,MEDIA,Cordoba,3.8
3853,5/27/2016,10/10/2016,54545.45455,1,62500,0,1,2,0.124,0.023,0,2,5.5,6.6,60,24.53,28.865,8.67,14749.04884,0.075,28.61896552,21596.29549,249,82.20689655,14432.6481,0,76.05882353,1,Mecanizado,NO,PIONEER 30F35 HRR,Maiz,NO,Mecanizada,Hibrido,ATERRONADA,LENTO,FrL,MEDIA,Cordoba,3.8
3856,5/10/2016,9/21/2016,53030.30303,2,60000,0,1,2,0.092,0,0,2,6,7.2,60,24.33,28.6625,8.665,14733.47391,0.15,28.76724138,21823.24661,159.8,81.4137931,15188.79185,0,74.05882353,1,Manual,SI,DK 234 YGRR,Maiz,NO,Manual,Hibrido,GRANULAR,NINGUNO,ArA,MEDIA,Cordoba,3.5
3857,4/28/2016,9/14/2016,51515.15152,3,61103.11925,0,1,2,0.115,0,0,2,5.5,6.6,33,24.2925,28.64375,8.7025,14752.46935,0.125,28.75862069,21634.21982,189.7,81.86206897,14293.01683,0,74.03125,1,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,Hibrido,MASIVA,NINGUNO,F,MEDIA,Cordoba,4
3911,5/3/2016,9/14/2016,63636.36364,1,73000,0,3,3,0.08,0,0,2,6,7.2,18,24.0125,28.34625,8.6675,14512.39412,0.175,29.11724138,22540.06624,109.7,79.93103448,21819.31736,0,73.14285714,1,Mecanizado,SI,P3966 (Pioneer),Maiz,SI,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,5
3912,5/8/2016,9/20/2016,60606.06061,1,73000,0,3,3,0.08,0,0,2,6,7.2,23,23.9875,28.30375,8.6325,14410.85313,0.175,29.17931034,22604.94844,109.7,79.79310345,21864.94441,0,73.10204082,1,Mecanizado,SI,P3966 (Pioneer),Maiz,SI,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,5.5
3913,4/30/2016,9/10/2016,54545.45455,3,62000,0,2,2,0.115,0,0,2,6,7.2,32,25.005,28.5375,7.065,14708.62095,0.2,28.95542333,20785.70263,114.5,86.13466097,14095.47256,0.028571429,81.98516943,1,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,Ar,BAJA,Cordoba,4.5
3914,5/1/2016,9/19/2016,54545.45455,3,60000,0,2,3,0.092,0,0,2,6,7.2,24,24.225,28.57,8.69,14606.62188,0.15,28.83275862,22132.60204,156.6,81.05172414,16932.19991,0,73.71052632,1,Manual,NO,ADV 9293 (Syngenta),Maiz,NO,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA,Cordoba,3.2
2030,5/30/2015,10/5/2015,57575.75758,3,60000,0,2,2,0.092,0,0,2,6,7.2,17,24.87,28.4875,7.235,15185.00412,0.2,29.12956126,21418.00189,89.1,85.15190235,10881.50624,0.035714286,82.41003322,1,Manual,NO,DK 234 YGRR,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,F,BAJA,Cordoba,5.6
3916,5/1/2016,9/13/2016,57575.75758,3,60000,0,2,2,0.092,0,0,2,6,7.2,19,24.73,28.2625,7.065,13512.0519,0.15,29.22124771,22336.61815,163.8,83.97028433,13749.65545,0.027777778,82.44444444,1,Manual,NO,DK 234 YGRR,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,F,BAJA,Cordoba,3.1
3917,5/2/2016,9/12/2016,60306.24202,1.62881422,60000,0,2,2,0.092,0,0,2,6,7.2,39,23.30424856,27.68515219,8.761807259,14260.26699,0.075,28.02903916,23014.42232,158.3,82.98080176,16498.69472,0.027027027,77.76878908,1,Manual,NO,FNC 114,Maiz,NO,Manual,Semilla Campesina,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,5.3
3918,5/5/2016,9/12/2016,48484.84848,3,62000,0,2,2,0.092,0,0,2,6,7.2,36,24.83,28.395,7.13,14508.86729,0.15,29.21090288,21912.39381,63.8,84.48752571,12648.7884,0.058823529,82.26470588,1,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,5.1
3920,5/6/2016,9/14/2016,48484.84848,3,60000,0,2,2,0.092,0,0,2,6,7.2,25,24.82,28.4625,7.285,13956.84196,0.1,29.17469599,22720.53977,163.8,83.36683605,11855.03845,0.032258065,82.41935484,1,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,4.8
3921,5/5/2016,9/20/2016,54545.45455,3,60000,0,2,2,0.092,0,0,2,6,7.2,24,24.79,28.3725,7.165,13316.26555,0.1,29.18848909,23085.60793,163.8,83.60821536,12923.25362,0.029411765,82.26470588,1,Manual,NO,DK 234 YGRR,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,F,BAJA,Cordoba,5
3923,4/30/2016,9/20/2016,57575.75758,1,62000,0,2,2,0.061,0.015,0.015,2,6,7.2,34,24.89,28.495,7.21,15200.03578,0.2,29.11779944,21458.54681,89.1,84.98778045,14304.51098,0.052631579,82.39473684,1,Mecanizado,NO,DK 234 YGRR,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,4.1
3924,5/10/2016,9/21/2016,54545.45455,3,60000,0,2,2,0.092,0,0,2,6,7.2,24,24.77,28.3275,7.115,14057.87923,0.15,29.2298684,21941.39192,163.8,84.1599395,15798.90497,0.024390244,82.34146341,1,Manual,NO,DK7088,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,F,BAJA,Cordoba,5
3926,5/12/2016,9/14/2016,45454.54545,3,60000,0,2,2,0.092,0,0,2,6,7.2,22,24.73,28.2625,7.065,13512.0519,0.15,29.22124771,22336.61815,163.8,83.97028433,13749.65545,0.027777778,82.44444444,1,Manual,NO,PIONEER 30F35 HRR,Maiz,SI,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,3.6
3927,5/1/2016,9/13/2016,63636.36364,1,73000,0,2,3,0.08,0.03,0.01,3,5.5,6.6,45,24.33,28.6625,8.665,14733.47391,0.15,28.76724138,21823.24661,159.8,81.4137931,20412.93613,0,73.7826087,1,Mecanizado,SI,P3966 (Pioneer),Maiz,SI,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,5.8
3930,5/6/2016,9/14/2016,48484.84848,1,62000,0,1,1,0.061,0.015,0.015,2,6,7.2,22,24.0425,28.47125,8.8575,14848.20902,0.175,28.99827586,22236.90457,128.6,80.67241379,18236.04983,0,73.48780488,1,Mecanizado,SI,PIONEER 30F35 HRR,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,F,BAJA,Cordoba,6
3931,5/2/2016,9/12/2016,57575.75758,1,72000,0,3,1,0.076,0,0.02,2,5.5,6.6,36,24.045,28.48,8.87,14777.3866,0.175,28.96206897,22174.69514,127.1,80.84482759,19938.40048,0,73.57777778,1,Mecanizado,SI,P3966 (Pioneer),Maiz,SI,Manual,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,5.5
2047,5/20/2015,9/28/2015,54545.45455,1,62000,0,1,1,0.061,0.015,0.015,2,6,7.2,20,24.86,28.4325,7.145,14905.89335,0.2,29.09852678,21434.30538,89.1,85.23810924,15262.1404,0.05,82.31202326,1,Mecanizado,SI,DK7088,Maiz,SI,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,6.1
3936,5/2/2016,9/13/2016,48484.84848,3,62000,0,2,1,0.061,0.015,0.015,2,6,7.2,24,23.9575,28.24625,8.5775,14738.39683,0.175,29.30948276,23827.38287,31.3,77.60344828,15001.36257,0,72.97058824,1,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,5.5
3937,5/12/2016,9/24/2016,54545.45455,1,62000,0,2,1,0.061,0.015,0.015,2,6,7.2,20,24.89072766,28.62286383,7.464272342,13662.96873,0.1,29.02444507,22858.34457,113.8,83.15551824,11923.95269,0.032258065,82.29032258,1,Mecanizado,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,F,BAJA,Cordoba,5.2
3939,5/8/2016,9/20/2016,51515.15152,1,60000,0,2,1,0.092,0,0,2,5.5,6.6,29,24.94572766,28.79286383,7.694272342,13972.7159,0.1,28.97961749,22682.22791,113.8,82.83587811,13617.49433,0.057142857,82.25714286,1,Mecanizado,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,5.2
3940,5/13/2016,9/27/2016,57575.75758,1,62000,0,1,1,0.092,0,0,2,6,7.2,27,24.94572766,28.79286383,7.694272342,13972.7159,0.1,28.97961749,22682.22791,113.8,82.83587811,12073.06716,0.032258065,82.22580645,1,Mecanizado,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,4.1
3942,5/4/2016,9/12/2016,63636.36364,1,73000,0,1,4,0.122,0,0.02,3,5.5,6.6,41,24.255,28.63,8.75,14788.74921,0.15,28.79137931,21950.8952,159.6,81.25862069,22109.47262,0,73.7,1,Mecanizado,SI,P3966 (Pioneer),Maiz,SI,Manual,Hibrido,ATERRONADA,LENTO,FAr,BAJA,Cordoba,5.8
2057,5/20/2015,9/28/2015,63636.36364,1,73000,0,2,2,0.1105,0,0.02,3,5.5,6.6,43,24.255,28.63,8.75,14788.74921,0.15,28.79137931,21950.8952,159.6,81.25862069,21670.8693,0,73.69387755,1,Mecanizado,SI,P3966 (Pioneer),Maiz,SI,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,5.8
2063,5/18/2015,9/28/2015,60606.06061,1,72000,0,3,3,0.076,0,0.02,2,6,7.2,32,23.9575,28.28125,8.6475,14397.48271,0.175,29.19655172,22613.7296,109.7,79.70689655,22319.9712,0,72.96,1,Mecanizado,SI,DK 234 YGRR,Maiz,SI,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,5.3
3945,5/5/2016,9/20/2016,48484.84848,3,62000,0,1,2,0.092,0,0,2,6,7.2,20,24.77,28.3275,7.115,14057.87923,0.15,29.2298684,21941.39192,163.8,84.1599395,13378.15601,0.028571429,82.34285714,1,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,F,BAJA,Cordoba,5.1
2065,5/12/2015,9/22/2015,54545.45455,3,62000,0,2,2,0.092,0,0,2,6,7.2,17,25.035,28.55,7.03,14769.98145,0.2,28.96231988,20918.17427,114.5,85.91052304,17531.72744,0.044444444,82.14402067,1,Manual,NO,Impacto (Syngenta),Maiz,NO,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA,Cordoba,4.5
2066,5/18/2015,9/23/2015,54545.45455,1,62000,0,2,2,0.092,0,0,2,6,7.2,16,24.8,28.3775,7.155,14550.35188,0.175,29.18676495,21873.42558,63.8,84.62571149,13349.69186,0.055555556,82.30555556,1,Mecanizado,NO,Impacto (Syngenta),Maiz,NO,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA,Cordoba,4.5
3958,5/16/2016,10/5/2016,48484.84848,3,62000,0,2,1,0.092,0,0,2,5.5,6.6,23,24.935,28.495,7.12,14802.13813,0.2,29.01921643,21173.18529,105.6,85.56569545,14694.44041,0.052631579,82.27581395,1,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,F,BAJA,Cordoba,4.3
2068,5/20/2015,9/25/2015,45454.54545,3,60000,0,2,1,0.092,0,0,2,5.5,6.6,27,24.805,28.3825,7.155,13459.32765,0.1,29.18331668,22923.8841,163.8,83.53924985,13504.04605,0.028571429,82.31428571,1,Manual,NO,DK 234,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,4.2
3961,5/8/2016,9/20/2016,54545.45455,3,62000,0,2,1,0.092,0,0,2,5.5,6.6,22,24.99072766,28.84286383,7.704272342,14116.3105,0.1,28.93306576,22466.47943,128.9,82.83587811,14940.10893,0.027027027,82.16216216,1,Manual,NO,DK 234 YGRR,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,3.5
2070,5/23/2015,9/28/2015,51515.15152,3,60000,0,1,2,0.092,0,0,2,5.5,6.6,22,24.92572766,28.63536383,7.419272342,13602.44849,0.1,28.99341059,22915.24067,113.8,83.03482859,13489.55215,0.057142857,82.17142857,1,Manual,NO,DK7088,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,3.4
2071,5/25/2015,10/2/2015,48484.84848,1,59170.31612,0,2,2,0.069,0,0,2,6,7.2,23,24.73,28.2625,7.065,13512.0519,0.15,29.22124771,22336.61815,163.8,83.97028433,15908.82204,0.024390244,82.34146341,1,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,4.6
2072,5/21/2015,9/28/2015,54545.45455,1,62000,0,2,1,0.061,0.015,0.015,2,6,7.2,19,24.77,28.3275,7.115,14057.87923,0.15,29.2298684,21941.39192,163.8,84.1599395,14188.85609,0.027027027,82.45945946,1,Mecanizado,NO,DK7088,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,5.2
2074,5/23/2015,10/2/2015,48484.84848,1,62000,0,2,1,0.061,0.015,0.015,2,6,7.2,25,25.00572766,28.76786383,7.524272342,13866.45041,0.1,28.96582438,22776.77196,113.8,82.91413893,12398.06324,0.03125,82.28125,1,Mecanizado,SI,PIONEER 30F35 HRR,Maiz,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,4
2076,5/18/2015,9/28/2015,48484.84848,3,60000,0,2,1,0.092,0,0,2,6,7.2,13,25.17572766,29.02286383,7.694272342,14206.91034,0.075,28.8847899,22489.53544,127.5,82.45656776,13451.03276,0.03030303,82.24242424,1,Manual,SI,PIONEER 30F35 HRR,Maiz,NO,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA,Cordoba,4.3
